"company_name","investor_name","round","announced_date","source","as_of"
"Kraken","Tribe Capital","Series C","2021-04-01","CB Insights","2026-09-09"
"Kraken","Tribe Capital","Series D","2025-09-25","CB Insights","2026-09-09"
"Kraken","Yolo Investments","Other Investors","","CB Insights","2026-09-09"
"Kraken","Evolution VC Partners","Other Investors","","CB Insights","2026-09-09"
"Kraken","Fantail Ventures","Other Investors","","CB Insights","2026-09-09"
"Kraken","9Yards Capital","Other Investors","","CB Insights","2026-09-09"
"Kraken","Timon Capital","Other Investors","","CB Insights","2026-09-09"
"Kraken","The 6ixth Event","Series C","2021-04-01","CB Insights","2026-09-09"
"Kraken","The K Funds","Growth Equity","","CB Insights","2026-09-09"
"Kraken","G1 Ventures","Series A","2011-01-01","CB Insights","2026-09-09"
"Kraken","Oppenheimer","Series D","2025-09-25","CB Insights","2026-09-09"
"Kraken","MV Global","Unattributed VC","2021-03-05","CB Insights","2026-09-09"
"Kraken","Vii Ventures","Other Investors","","CB Insights","2026-09-09"
"Leanwatts","Trivest Partners","Seed","2026-08-29","CB Insights","2026-09-09"
"Leanwatts","Abraham George","Seed","2026-08-29","CB Insights","2026-09-09"
"Leanwatts","Alok Rungta","Seed","2026-08-29","CB Insights","2026-09-09"
"Matic","Bessemer Venture Partners","Other Investors","","CB Insights","2026-09-09"
"Matic","Sutter Hill Ventures","Series B","2025-08-13","CB Insights","2026-09-09"
"Matic","Naval Ravikant","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Jack Dorsey","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Brian Pokorny","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Joe Lonsdale","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Avichal Garg","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Adam Nash","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Patrick Collison","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Patrick Collison","Series A","2023-11-02","CB Insights","2026-09-09"
"Matic","Nickhil Jakatdar","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","John Collison","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","John Collison","Series A","2023-11-02","CB Insights","2026-09-09"
"Matic","Adam D’Angelo","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Daniel Gross","Series A","2023-11-02","CB Insights","2026-09-09"
"Matic","Abstract","Other Investors","","CB Insights","2026-09-09"
"Matic","Nat Friedman","Series A","2023-11-02","CB Insights","2026-09-09"
"Matic","Incite Ventures","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Ayo Omojola","Seed VC","2019-01-01","CB Insights","2026-09-09"
"Matic","Abstract","Other Investors","","CB Insights","2026-09-09"
"Matic","basecase capital","Other Investors","","CB Insights","2026-09-09"
"Matic","Hawktail","Other Investors","","CB Insights","2026-09-09"
"Matic","Canonical Crypto","Other Investors","","CB Insights","2026-09-09"
"Matic","AI Grant","Other Investors","","CB Insights","2026-09-09"
"Nexperia","HSBC","Line of Credit","2018-04-19","CB Insights","2026-09-09"
"Nexperia","HSBC","Line of Credit - II","2019-09-05","CB Insights","2026-09-09"
"Nexperia","ABN AMRO","Line of Credit - II","2019-09-05","CB Insights","2026-09-09"
"Nexperia","Bank of America Securities","Line of Credit","2018-04-19","CB Insights","2026-09-09"
"Nexperia","Bank of America Securities","Line of Credit - II","2019-09-05","CB Insights","2026-09-09"
"Nexperia","NXP Semiconductors","Spinoff / Spinout","2017-01-01","CB Insights","2026-09-09"
"Nexperia","Wingtech","Corporate Majority","2018-10-25","CB Insights","2026-09-09"
"Nexperia","Wingtech","Acquired","2020-03-26","CB Insights","2026-09-09"
"Nexperia","Wise Road Capital","Acq - Fin","2017-02-07","CB Insights","2026-09-09"
"Nexperia","JAC Capital","Acq - Fin","2017-02-07","CB Insights","2026-09-09"
"Nexperia","Government of the Netherlands","Acquired - II","2025-10-13","CB Insights","2026-09-09"
"Nexperia","Cloudview Capital","Other Investors","","CB Insights","2026-09-09"
"Nexperia","Invest International","Loan","2026-02-16","CB Insights","2026-09-09"
"Northwood Space","Founders Fund","Seed VC","2024-02-19","CB Insights","2026-09-09"
"Northwood Space","Founders Fund","Series A","2025-01-01","CB Insights","2026-09-09"
"Northwood Space","Founders Fund","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","Andreessen Horowitz","Seed VC","2024-02-19","CB Insights","2026-09-09"
"Northwood Space","Andreessen Horowitz","Series A","2025-01-01","CB Insights","2026-09-09"
"Northwood Space","Andreessen Horowitz","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","StepStone Group","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","BoxGroup","Seed VC","2024-02-19","CB Insights","2026-09-09"
"Northwood Space","BoxGroup","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","StepStone","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","Adrian Aoun","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","Harvard Innovation Labs","Grant","2023-01-01","CB Insights","2026-09-09"
"Northwood Space","Alumni Ventures","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","137 Ventures","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","Harpoon Ventures","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","Long Journey Ventures","Seed VC","2024-02-19","CB Insights","2026-09-09"
"Northwood Space","Long Journey Ventures","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","Washington Harbour Partners","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","Also Capital","Seed VC","2024-02-19","CB Insights","2026-09-09"
"Northwood Space","Also Capital","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","Alpine Space Ventures","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","Alpine Space Ventures","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","Sparta Group","Other Investors","","CB Insights","2026-09-09"
"Northwood Space","Balerion Space Ventures","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","Balerion Space Ventures","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","Banter Capital","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","Fulcrum Venture Group","Other Investors","","CB Insights","2026-09-09"
"Northwood Space","Solari","Other Investors","","CB Insights","2026-09-09"
"Northwood Space","Humba Ventures","Seed VC","2024-02-19","CB Insights","2026-09-09"
"Northwood Space","Humba Ventures","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","Fulcrum","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","Sparkwave Capital","Other Investors","","CB Insights","2026-09-09"
"Northwood Space","Aabid Razvi","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","Evan Loomis","Series A","2025-04-22","CB Insights","2026-09-09"
"Northwood Space","Pax Ventures","Series B","2026-01-27","CB Insights","2026-09-09"
"Northwood Space","Scoop Ventures","Other Investors","","CB Insights","2026-09-09"
"Northwood Space","Resident Company Program","Other Investors","","CB Insights","2026-09-09"
